# CREATED BY GENE DIAGNOSTICS TOOL on Thu May 14 09:03:23 2020
# diag: cont, run(s): 0014, time window: 0-3.9578688(62 steps), species: electrons
# original data path: /global/cscratch1/sd/stirkas/genecode/prob_zonalFlow/
# normalization: L_ref=1.65m
#
# , time = 0, variable: phi(k_x rho_s,k_y rho_s)
  4.1376E-09  2.1605E-09  4.1376E-09
  1.1823E-09  3.6064E-10  1.1823E-09
  1.0236E-09  7.1976E-10  1.0236E-09
  3.1177E-09  1.4534E-09  3.1177E-09
  1.9244E-10  2.3379E-10  1.9244E-10
  1.1876E-09  6.2650E-10  1.1876E-09
  3.4812E-09  1.9134E-09  3.4812E-09
  1.1755E-09  9.0371E-11  1.1755E-09
  5.1096E-09  2.6785E-09  5.1096E-09
  5.8711E-09  2.7678E-09  5.8711E-09
  1.2682E-10  1.9669E-10  1.2682E-10
  2.1829E-09  1.5206E-09  2.1829E-09
  5.8748E-09  2.7780E-09  5.8748E-09
  2.8480E-09  1.4588E-09  2.8480E-09
  6.1916E-09  3.3572E-09  6.1916E-09
  7.7569E-09  3.7142E-09  7.7569E-09
  7.1794E-09  3.7703E-09  7.1794E-09
  5.6621E-09  2.2696E-09  5.6621E-09
  1.0447E-09  5.9316E-10  1.0447E-09
  1.6130E-10  3.8642E-10  1.6130E-10
  8.3105E-09  4.7164E-09  8.3105E-09
  9.9655E-09  4.4590E-09  9.9655E-09
  3.8655E-09  2.0548E-09  3.8655E-09
  9.0056E-09  4.8060E-09  9.0056E-09
  9.5377E-09  4.4638E-09  9.5377E-09
  8.2057E-09  4.5191E-09  8.2057E-09
  1.3661E-08  6.8039E-09  1.3661E-08
  1.5201E-08  8.2145E-09  1.5201E-08
  2.2880E-08  1.1555E-08  2.2880E-08
  2.1047E-08  1.0080E-08  2.1047E-08
  1.3349E-08  5.9343E-09  1.3349E-08
  1.0751E-08  6.2187E-09  1.0751E-08
  2.3274E-08  1.2053E-08  2.3274E-08
  2.1892E-08  1.0422E-08  2.1892E-08
  1.9799E-08  1.0451E-08  1.9799E-08
  2.7198E-08  1.3434E-08  2.7198E-08
  2.3162E-08  1.1726E-08  2.3162E-08
  2.7357E-08  1.3680E-08  2.7357E-08
  2.6105E-08  1.3249E-08  2.6105E-08
  3.4621E-08  1.8357E-08  3.4621E-08
  4.7302E-08  2.4888E-08  4.7302E-08
  5.6078E-08  2.7275E-08  5.6078E-08
  4.3160E-08  2.0727E-08  4.3160E-08
  4.5119E-08  2.3938E-08  4.5119E-08
  5.9808E-08  2.9945E-08  5.9808E-08
  5.5369E-08  2.7792E-08  5.5369E-08
  6.5167E-08  3.3398E-08  6.5167E-08
  6.7647E-08  3.3730E-08  6.7647E-08
  7.3277E-08  3.7174E-08  7.3277E-08
  7.3165E-08  3.5854E-08  7.3165E-08
  7.1273E-08  3.5315E-08  7.1273E-08
  7.3711E-08  3.9041E-08  7.3711E-08
  1.0346E-07  5.4952E-08  1.0346E-07
  1.2181E-07  5.9767E-08  1.2181E-07
  1.0883E-07  5.4053E-08  1.0883E-07
  1.2512E-07  6.5082E-08  1.2512E-07
  1.3500E-07  6.6870E-08  1.3500E-07
  1.4307E-07  7.3854E-08  1.4307E-07
  1.5792E-07  7.9115E-08  1.5792E-07
  1.7182E-07  8.8375E-08  1.7182E-07
  1.8869E-07  9.5724E-08  1.8869E-07
  2.0211E-07  9.9784E-08  2.0211E-07
  1.8905E-07  9.0839E-08  1.8905E-07
  1.8268E-07  9.5721E-08  1.8268E-07
  2.3781E-07  1.2697E-07  2.3781E-07
  2.6596E-07  1.2954E-07  2.6596E-07
  2.6756E-07  1.3924E-07  2.6756E-07
  3.0422E-07  1.5181E-07  3.0422E-07
  3.1884E-07  1.6405E-07  3.1884E-07
  3.5014E-07  1.7648E-07  3.5014E-07
  3.7791E-07  1.9355E-07  3.7791E-07
  4.1526E-07  2.1519E-07  4.1526E-07
  4.7955E-07  2.5239E-07  4.7955E-07
  5.5406E-07  2.7660E-07  5.5406E-07
  5.3906E-07  2.4779E-07  5.3906E-07
  5.0719E-07  2.7458E-07  5.0719E-07
  6.2974E-07  3.2201E-07  6.2974E-07
  6.7048E-07  3.4322E-07  6.7048E-07
  7.4810E-07  3.8029E-07  7.4810E-07
  8.1209E-07  4.1810E-07  8.1209E-07
  8.9848E-07  4.5681E-07  8.9848E-07
  9.8476E-07  4.9912E-07  9.8476E-07
  1.0722E-06  5.3693E-07  1.0722E-06
  1.1556E-06  6.0143E-07  1.1556E-06
  1.3265E-06  8.1328E-07  1.3265E-06
  1.7927E-06  9.2871E-07  1.7927E-06
  2.0599E-06  8.8758E-07  2.0599E-06
  1.9752E-06  1.0508E-06  1.9752E-06
  2.3399E-06  1.2066E-06  2.3399E-06
  2.7141E-06  1.4160E-06  2.7141E-06
  3.2480E-06  1.6986E-06  3.2480E-06
  3.9645E-06  2.1003E-06  3.9645E-06
  5.0441E-06  2.7263E-06  5.0441E-06
  6.8126E-06  3.7996E-06  6.8126E-06
  1.0315E-05  4.5333E-06  1.0315E-05
  1.0349E-05  0.0000E+00  1.0349E-05
  1.0315E-05  4.5333E-06  1.0315E-05
  6.8126E-06  3.7996E-06  6.8126E-06
  5.0441E-06  2.7263E-06  5.0441E-06
  3.9645E-06  2.1003E-06  3.9645E-06
  3.2480E-06  1.6986E-06  3.2480E-06
  2.7141E-06  1.4160E-06  2.7141E-06
  2.3399E-06  1.2066E-06  2.3399E-06
  1.9752E-06  1.0508E-06  1.9752E-06
  2.0599E-06  8.8758E-07  2.0599E-06
  1.7927E-06  9.2871E-07  1.7927E-06
  1.3265E-06  8.1328E-07  1.3265E-06
  1.1556E-06  6.0143E-07  1.1556E-06
  1.0722E-06  5.3693E-07  1.0722E-06
  9.8476E-07  4.9912E-07  9.8476E-07
  8.9848E-07  4.5681E-07  8.9848E-07
  8.1209E-07  4.1810E-07  8.1209E-07
  7.4810E-07  3.8029E-07  7.4810E-07
  6.7048E-07  3.4322E-07  6.7048E-07
  6.2974E-07  3.2201E-07  6.2974E-07
  5.0719E-07  2.7458E-07  5.0719E-07
  5.3906E-07  2.4779E-07  5.3906E-07
  5.5406E-07  2.7660E-07  5.5406E-07
  4.7955E-07  2.5239E-07  4.7955E-07
  4.1526E-07  2.1519E-07  4.1526E-07
  3.7791E-07  1.9355E-07  3.7791E-07
  3.5014E-07  1.7648E-07  3.5014E-07
  3.1884E-07  1.6405E-07  3.1884E-07
  3.0422E-07  1.5181E-07  3.0422E-07
  2.6756E-07  1.3924E-07  2.6756E-07
  2.6596E-07  1.2954E-07  2.6596E-07
  2.3781E-07  1.2697E-07  2.3781E-07
  1.8268E-07  9.5721E-08  1.8268E-07
  1.8905E-07  9.0839E-08  1.8905E-07
  2.0211E-07  9.9784E-08  2.0211E-07
  1.8869E-07  9.5724E-08  1.8869E-07
  1.7182E-07  8.8375E-08  1.7182E-07
  1.5792E-07  7.9115E-08  1.5792E-07
  1.4307E-07  7.3854E-08  1.4307E-07
  1.3500E-07  6.6870E-08  1.3500E-07
  1.2512E-07  6.5082E-08  1.2512E-07
  1.0883E-07  5.4053E-08  1.0883E-07
  1.2181E-07  5.9767E-08  1.2181E-07
  1.0346E-07  5.4952E-08  1.0346E-07
  7.3711E-08  3.9041E-08  7.3711E-08
  7.1273E-08  3.5315E-08  7.1273E-08
  7.3165E-08  3.5854E-08  7.3165E-08
  7.3277E-08  3.7174E-08  7.3277E-08
  6.7647E-08  3.3730E-08  6.7647E-08
  6.5167E-08  3.3398E-08  6.5167E-08
  5.5369E-08  2.7792E-08  5.5369E-08
  5.9808E-08  2.9945E-08  5.9808E-08
  4.5119E-08  2.3938E-08  4.5119E-08
  4.3160E-08  2.0727E-08  4.3160E-08
  5.6078E-08  2.7275E-08  5.6078E-08
  4.7302E-08  2.4888E-08  4.7302E-08
  3.4621E-08  1.8357E-08  3.4621E-08
  2.6105E-08  1.3249E-08  2.6105E-08
  2.7357E-08  1.3680E-08  2.7357E-08
  2.3162E-08  1.1726E-08  2.3162E-08
  2.7198E-08  1.3434E-08  2.7198E-08
  1.9799E-08  1.0451E-08  1.9799E-08
  2.1892E-08  1.0422E-08  2.1892E-08
  2.3274E-08  1.2053E-08  2.3274E-08
  1.0751E-08  6.2187E-09  1.0751E-08
  1.3349E-08  5.9343E-09  1.3349E-08
  2.1047E-08  1.0080E-08  2.1047E-08
  2.2880E-08  1.1555E-08  2.2880E-08
  1.5201E-08  8.2145E-09  1.5201E-08
  1.3661E-08  6.8039E-09  1.3661E-08
  8.2057E-09  4.5191E-09  8.2057E-09
  9.5377E-09  4.4638E-09  9.5377E-09
  9.0056E-09  4.8060E-09  9.0056E-09
  3.8655E-09  2.0548E-09  3.8655E-09
  9.9655E-09  4.4590E-09  9.9655E-09
  8.3105E-09  4.7164E-09  8.3105E-09
  1.6130E-10  3.8642E-10  1.6130E-10
  1.0447E-09  5.9316E-10  1.0447E-09
  5.6621E-09  2.2696E-09  5.6621E-09
  7.1794E-09  3.7703E-09  7.1794E-09
  7.7569E-09  3.7142E-09  7.7569E-09
  6.1916E-09  3.3572E-09  6.1916E-09
  2.8480E-09  1.4588E-09  2.8480E-09
  5.8748E-09  2.7780E-09  5.8748E-09
  2.1829E-09  1.5206E-09  2.1829E-09
  1.2682E-10  1.9669E-10  1.2682E-10
  5.8711E-09  2.7678E-09  5.8711E-09
  5.1096E-09  2.6785E-09  5.1096E-09
  1.1755E-09  9.0371E-11  1.1755E-09
  3.4812E-09  1.9134E-09  3.4812E-09
  1.1876E-09  6.2650E-10  1.1876E-09
  1.9244E-10  2.3379E-10  1.9244E-10
  3.1177E-09  1.4534E-09  3.1177E-09
  1.0236E-09  7.1976E-10  1.0236E-09
  1.1823E-09  3.6064E-10  1.1823E-09
  4.1376E-09  2.1605E-09  4.1376E-09


# , time = 0.0849, variable: phi(k_x rho_s,k_y rho_s)
  2.8099E-09  7.4124E-10  2.7531E-09
  1.4635E-09  9.2755E-10  1.4317E-09
  1.9746E-09  6.6826E-10  1.9315E-09
  2.6685E-09  9.9690E-11  2.6098E-09
  2.9669E-09  1.7252E-09  2.9129E-09
  4.3851E-09  2.2042E-09  4.3224E-09
  5.9981E-09  3.4765E-09  5.9291E-09
  4.4681E-09  1.9646E-09  4.3960E-09
  3.4301E-09  3.5527E-10  3.4479E-09
  3.8580E-09  2.5111E-10  3.8919E-09
  3.9766E-09  2.6157E-09  3.9284E-09
  3.9262E-09  1.3343E-09  3.9206E-09
  4.3034E-09  4.5614E-10  4.3633E-09
  3.4506E-09  1.8765E-09  3.4725E-09
  4.1773E-09  4.4731E-10  4.1654E-09
  4.5731E-09  3.8401E-10  4.5622E-09
  4.4172E-09  6.1734E-10  4.4052E-09
  5.4807E-09  2.2728E-09  5.4672E-09
  7.6407E-09  5.0968E-09  7.6308E-09
  7.2889E-09  4.4927E-09  7.2790E-09
  5.8560E-09  9.3548E-10  5.8414E-09
  6.3078E-09  1.4354E-09  6.2929E-09
  5.4196E-09  3.8835E-09  5.4063E-09
  6.1656E-09  1.8125E-09  6.1499E-09
  5.8629E-09  2.4370E-09  5.8476E-09
  4.8363E-09  2.7507E-09  4.8220E-09
  6.3621E-09  1.1305E-09  6.3459E-09
  5.5625E-09  2.2574E-10  5.5483E-09
  1.0322E-08  2.2812E-09  1.0309E-08
  8.5932E-09  4.9221E-10  8.5791E-09
  5.2151E-09  3.6489E-09  5.2012E-09
  4.4032E-09  3.9447E-09  4.3971E-09
  8.6667E-09  5.7160E-10  8.6484E-09
  6.5182E-09  1.4285E-09  6.4992E-09
  4.3088E-09  2.1356E-09  4.2906E-09
  8.3401E-09  3.2598E-10  8.3207E-09
  4.3368E-09  2.5567E-09  4.3163E-09
  6.1496E-09  1.7733E-09  6.1323E-09
  3.2689E-09  3.0618E-09  3.2540E-09
  6.7708E-09  4.1466E-10  6.7458E-09
  1.5094E-08  5.0918E-09  1.5066E-08
  1.8851E-08  6.0632E-09  1.8822E-08
  7.8787E-09  6.7443E-10  7.8438E-09
  6.8793E-09  7.9948E-10  6.8389E-09
  1.4245E-08  4.7237E-09  1.4200E-08
  1.0783E-08  1.6376E-09  1.0726E-08
  1.3165E-08  4.8498E-09  1.3103E-08
  1.3846E-08  3.6161E-09  1.3772E-08
  1.4174E-08  4.8302E-09  1.4084E-08
  1.1628E-08  2.0744E-09  1.1520E-08
  6.5890E-09  4.2091E-10  6.4811E-09
  1.0489E-08  5.5088E-10  1.0384E-08
  2.0516E-08  1.1550E-08  2.0346E-08
  2.7287E-08  1.3247E-08  2.7094E-08
  2.0801E-08  5.7928E-09  2.0591E-08
  2.0957E-08  1.1777E-08  2.0694E-08
  2.3792E-08  1.0475E-08  2.3489E-08
  2.4393E-08  1.2611E-08  2.4055E-08
  2.6099E-08  1.3339E-08  2.5710E-08
  2.8263E-08  1.6548E-08  2.7821E-08
  3.2187E-08  1.7877E-08  3.1648E-08
  2.9605E-08  1.6612E-08  2.8990E-08
  2.6039E-08  4.6793E-09  2.5816E-08
  3.6570E-08  2.5171E-09  3.6825E-08
  2.8364E-08  2.0506E-08  2.8061E-08
  3.1766E-08  1.6665E-08  3.1228E-08
  3.8694E-08  1.6281E-08  3.9045E-08
  3.4245E-08  1.8327E-08  3.4490E-08
  4.2369E-08  1.9051E-08  4.2920E-08
  4.4448E-08  2.0127E-08  4.4536E-08
  5.1592E-08  2.4018E-08  5.1439E-08
  6.1968E-08  3.0150E-08  6.1481E-08
  6.5712E-08  4.5519E-08  6.4457E-08
  5.9832E-08  5.2906E-08  5.7698E-08
  9.4235E-08  2.3292E-08  9.2840E-08
  1.5435E-07  2.9549E-08  1.5263E-07
  1.5073E-07  5.0909E-08  1.4818E-07
  1.9905E-07  5.3133E-08  1.9436E-07
  2.6139E-07  6.4693E-08  2.5408E-07
  3.6639E-07  7.5350E-08  3.5453E-07
  5.5651E-07  8.5026E-08  5.3492E-07
  6.0128E-07  9.4691E-08  5.7797E-07
  6.5117E-07  1.0332E-07  6.2713E-07
  5.5674E-07  1.2935E-07  5.4462E-07
  5.5010E-07  2.3156E-07  5.4672E-07
  5.1650E-07  2.8321E-07  5.2124E-07
  6.2255E-07  2.4101E-07  6.3116E-07
  8.4134E-07  3.2419E-07  8.5167E-07
  9.5152E-07  4.0878E-07  9.6417E-07
  1.1941E-06  5.3558E-07  1.2095E-06
  1.5037E-06  7.1980E-07  1.5233E-06
  1.9860E-06  9.9125E-07  2.0106E-06
  2.7549E-06  1.4162E-06  2.7804E-06
  4.0791E-06  2.0954E-06  4.1008E-06
  6.5724E-06  2.2433E-06  6.5886E-06
  6.7158E-06  0.0000E+00  6.7158E-06
  6.5886E-06  2.2433E-06  6.5724E-06
  4.1008E-06  2.0954E-06  4.0791E-06
  2.7804E-06  1.4162E-06  2.7549E-06
  2.0106E-06  9.9125E-07  1.9860E-06
  1.5233E-06  7.1980E-07  1.5037E-06
  1.2095E-06  5.3558E-07  1.1941E-06
  9.6417E-07  4.0878E-07  9.5152E-07
  8.5167E-07  3.2419E-07  8.4134E-07
  6.3116E-07  2.4101E-07  6.2255E-07
  5.2124E-07  2.8321E-07  5.1650E-07
  5.4672E-07  2.3156E-07  5.5010E-07
  5.4462E-07  1.2935E-07  5.5674E-07
  6.2713E-07  1.0332E-07  6.5117E-07
  5.7797E-07  9.4691E-08  6.0128E-07
  5.3492E-07  8.5026E-08  5.5651E-07
  3.5453E-07  7.5350E-08  3.6639E-07
  2.5408E-07  6.4693E-08  2.6139E-07
  1.9436E-07  5.3133E-08  1.9905E-07
  1.4818E-07  5.0909E-08  1.5073E-07
  1.5263E-07  2.9549E-08  1.5435E-07
  9.2840E-08  2.3292E-08  9.4235E-08
  5.7698E-08  5.2906E-08  5.9832E-08
  6.4457E-08  4.5519E-08  6.5712E-08
  6.1481E-08  3.0150E-08  6.1968E-08
  5.1439E-08  2.4018E-08  5.1592E-08
  4.4536E-08  2.0127E-08  4.4448E-08
  4.2920E-08  1.9051E-08  4.2369E-08
  3.4490E-08  1.8327E-08  3.4245E-08
  3.9045E-08  1.6281E-08  3.8694E-08
  3.1228E-08  1.6665E-08  3.1766E-08
  2.8061E-08  2.0506E-08  2.8364E-08
  3.6825E-08  2.5171E-09  3.6570E-08
  2.5816E-08  4.6793E-09  2.6039E-08
  2.8990E-08  1.6612E-08  2.9605E-08
  3.1648E-08  1.7877E-08  3.2187E-08
  2.7821E-08  1.6548E-08  2.8263E-08
  2.5710E-08  1.3339E-08  2.6099E-08
  2.4055E-08  1.2611E-08  2.4393E-08
  2.3489E-08  1.0475E-08  2.3792E-08
  2.0694E-08  1.1777E-08  2.0957E-08
  2.0591E-08  5.7928E-09  2.0801E-08
  2.7094E-08  1.3247E-08  2.7287E-08
  2.0346E-08  1.1550E-08  2.0516E-08
  1.0384E-08  5.5088E-10  1.0489E-08
  6.4811E-09  4.2091E-10  6.5890E-09
  1.1520E-08  2.0744E-09  1.1628E-08
  1.4084E-08  4.8302E-09  1.4174E-08
  1.3772E-08  3.6161E-09  1.3846E-08
