# CREATED BY GENE DIAGNOSTICS TOOL on Mon May 18 12:58:13 2020
# diag: timetrace, run(s): 0016, time window: 0-2.7546729(64 steps), species: electrons
# original data path: /global/cscratch1/sd/stirkas/genecode/prob_zonalFlow/
# normalization: L_ref=1.65m
#
#  t          Re[phi]     Im[phi]   
  0.0000E+00 -1.6508E-06  0.0000E+00
  7.7000E-02 -1.4678E-06 -1.2750E-10
  1.5400E-01 -1.3536E-06 -1.0497E-09
  2.3100E-01 -1.3437E-06 -7.5109E-09
  3.0800E-01 -1.3706E-06 -5.2760E-08
  3.8500E-01 -1.3715E-06 -3.8415E-07
  4.6200E-01 -1.3501E-06 -2.9040E-06
  5.3900E-01 -1.3033E-06 -2.2278E-05
  6.1338E-01 -1.2181E-06 -1.6072E-04
  6.8030E-01 -5.8351E-06 -9.1630E-04
  7.3701E-01  1.2466E-04 -3.0899E-03
  7.8373E-01  3.7466E-04 -4.7447E-03
  8.2249E-01 -6.7878E-04  3.9721E-03
  8.5601E-01 -1.2971E-03  2.9044E-02
  8.8565E-01  4.9944E-04  5.2700E-02
  9.1276E-01  1.9875E-03  5.4574E-02
  9.3971E-01  1.2344E-04  4.7142E-02
  9.6702E-01 -2.9064E-03  6.2413E-02
  9.9569E-01  4.4561E-03  7.7704E-02
  1.0258E+00  9.1095E-03  7.6331E-02
  1.0570E+00  1.0331E-02  7.7545E-02
  1.0882E+00  1.3401E-02  8.0140E-02
  1.1194E+00  1.6519E-02  7.8594E-02
  1.1506E+00  1.4972E-02  7.6394E-02
  1.1818E+00  1.4186E-02  7.6215E-02
  1.2134E+00  1.3821E-02  7.6980E-02
  1.2462E+00  1.1487E-02  7.7639E-02
  1.2805E+00  6.3565E-03  8.1546E-02
  1.3155E+00  8.2338E-03  8.6861E-02
  1.3502E+00  1.2553E-02  9.0160E-02
  1.3848E+00  1.4941E-02  9.3655E-02
  1.4208E+00  1.7732E-02  9.8309E-02
  1.4568E+00  2.1392E-02  9.9317E-02
  1.4928E+00  2.1094E-02  9.7407E-02
  1.5299E+00  1.7953E-02  9.5340E-02
  1.5659E+00  1.4776E-02  9.1479E-02
  1.6018E+00  1.0627E-02  8.6643E-02
  1.6395E+00  6.1919E-03  8.2025E-02
  1.6791E+00  2.8554E-03  7.4693E-02
  1.7187E+00  1.7372E-03  6.9226E-02
  1.7583E+00  5.2946E-03  6.5531E-02
  1.7971E+00  8.6922E-03  6.6815E-02
  1.8347E+00  1.0315E-02  6.8583E-02
  1.8728E+00  1.0955E-02  7.1175E-02
  1.9127E+00  9.7472E-03  7.7445E-02
  1.9547E+00  6.4464E-03  8.0988E-02
  1.9983E+00  2.0054E-03  8.2216E-02
  2.0428E+00 -1.5790E-03  7.7599E-02
  2.0886E+00 -5.4518E-03  7.0651E-02
  2.1343E+00 -1.1606E-02  6.2913E-02
  2.1800E+00 -1.1445E-02  5.5613E-02
  2.2257E+00 -8.0315E-03  5.2422E-02
  2.2711E+00 -2.0524E-03  4.7592E-02
  2.3145E+00  1.7828E-03  4.1558E-02
  2.3579E+00  3.6324E-03  3.8558E-02
  2.4013E+00  1.0901E-03  3.4504E-02
  2.4447E+00 -6.8913E-03  3.4124E-02
  2.4881E+00 -1.0651E-02  3.9329E-02
  2.5315E+00 -1.3165E-02  4.4546E-02
  2.5749E+00 -1.3714E-02  4.9207E-02
  2.6183E+00 -9.4934E-03  4.9959E-02
  2.6617E+00 -7.7078E-03  4.5772E-02
  2.7070E+00 -4.9342E-03  4.1352E-02
  2.7547E+00 -3.7825E-05  3.9319E-02
