# CREATED BY GENE DIAGNOSTICS TOOL on Tue Sep 29 17:23:14 2020
# diag: nrgsummary, run(s): 0006-0007, time window: 0-78.435131(1 steps), species: electrons
# original data path: /home/stirkas/Workspace/GENE/genecode/Archives/ImpurityRuns/
# normalization: L_ref=1.65m
#
#  t          G_tot       Q_tot       P_tot     
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.3742E-02  1.7433E-01  2.5249E-01  1.7673E-05
  6.7484E-02  9.0338E-02  1.1870E-01 -1.5132E-05
  1.0123E-01  3.6570E-02  3.9485E-02 -2.3322E-05
  1.3497E-01  8.2838E-02  1.1141E-01 -1.1648E-05
  1.6871E-01  1.3217E-01  1.8536E-01  1.5594E-05
  2.0245E-01  1.3694E-01  1.9231E-01  2.8732E-05
  2.3619E-01  1.2371E-01  1.7400E-01  2.4592E-05
  2.6994E-01  1.3581E-01  1.9266E-01  1.9547E-05
  3.0368E-01  1.5935E-01  2.2579E-01  2.0235E-05
  3.3742E-01  1.7157E-01  2.4038E-01  2.6217E-05
  3.7116E-01  1.7282E-01  2.3763E-01  3.4640E-05
  4.0491E-01  1.7283E-01  2.3397E-01  4.0025E-05
  4.3865E-01  1.8000E-01  2.4159E-01  4.1887E-05
  4.7239E-01  1.9025E-01  2.5418E-01  5.6090E-05
  5.0613E-01  1.9711E-01  2.6179E-01  5.6058E-05
  5.3987E-01  2.0494E-01  2.7093E-01  6.2282E-05
  5.7362E-01  2.0879E-01  2.7451E-01  6.1937E-05
  6.0736E-01  2.1919E-01  2.8721E-01  5.9268E-05
  6.4110E-01  2.1722E-01  2.7822E-01  4.8274E-05
  6.7484E-01  2.2066E-01  2.7987E-01  4.8073E-05
  7.0859E-01  2.2667E-01  2.8445E-01  5.1534E-05
  7.4233E-01  2.3388E-01  2.9231E-01  4.7374E-05
  7.7607E-01  2.3571E-01  2.8959E-01  4.4524E-05
  8.0981E-01  2.2873E-01  2.7284E-01  4.5243E-05
  8.4355E-01  2.3694E-01  2.8360E-01  5.1782E-05
  8.7730E-01  2.4739E-01  2.9706E-01  5.7452E-05
  9.1104E-01  2.4092E-01  2.8355E-01  5.0797E-05
  9.4478E-01  2.3523E-01  2.7154E-01  5.3564E-05
  9.7852E-01  2.4450E-01  2.7979E-01  5.8585E-05
  1.0123E+00  2.5282E-01  2.8643E-01  6.3917E-05
  1.0460E+00  2.5533E-01  2.8730E-01  6.0996E-05
  1.0797E+00  2.4583E-01  2.7055E-01  5.5612E-05
  1.1135E+00  2.3834E-01  2.5693E-01  6.1130E-05
  1.1472E+00  2.4705E-01  2.6709E-01  6.9590E-05
  1.1810E+00  2.5621E-01  2.7725E-01  7.2540E-05
  1.2147E+00  2.5764E-01  2.7620E-01  6.1110E-05
  1.2485E+00  2.4945E-01  2.6162E-01  5.7460E-05
  1.2822E+00  2.4161E-01  2.4919E-01  5.8530E-05
  1.3159E+00  2.3981E-01  2.4646E-01  4.8810E-05
  1.3497E+00  2.5009E-01  2.5832E-01  5.1330E-05
  1.3834E+00  2.5867E-01  2.6401E-01  5.2220E-05
  1.4172E+00  2.5504E-01  2.5459E-01  4.8310E-05
  1.4509E+00  2.5206E-01  2.4845E-01  5.3200E-05
  1.4847E+00  2.4771E-01  2.3918E-01  7.0050E-05
  1.5184E+00  2.4548E-01  2.3416E-01  5.4140E-05
  1.5521E+00  2.4848E-01  2.3862E-01  3.4320E-05
  1.5859E+00  2.5640E-01  2.4774E-01  4.2010E-05
  1.6196E+00  2.5168E-01  2.3890E-01  4.6810E-05
  1.6534E+00  2.4776E-01  2.3263E-01  4.1530E-05
  1.6871E+00  2.4946E-01  2.3271E-01  4.1780E-05
  1.7208E+00  2.5151E-01  2.3243E-01  4.4250E-05
  1.7546E+00  2.5163E-01  2.2976E-01  3.5780E-05
  1.7883E+00  2.5132E-01  2.2850E-01  3.5010E-05
  1.8221E+00  2.5384E-01  2.3176E-01  4.1580E-05
  1.8558E+00  2.5717E-01  2.3472E-01  4.5220E-05
  1.8896E+00  2.5563E-01  2.3071E-01  5.0640E-05
  1.9233E+00  2.5461E-01  2.2753E-01  5.2930E-05
  1.9570E+00  2.5546E-01  2.2618E-01  5.2180E-05
  1.9908E+00  2.5144E-01  2.1701E-01  4.1600E-05
  2.0245E+00  2.4984E-01  2.1376E-01  3.5850E-05
  2.0583E+00  2.5316E-01  2.1832E-01  3.4810E-05
  2.0920E+00  2.5732E-01  2.2395E-01  3.1970E-05
  2.1258E+00  2.5918E-01  2.2553E-01  3.5900E-05
  2.1595E+00  2.5808E-01  2.2128E-01  4.7650E-05
  2.1932E+00  2.6256E-01  2.2518E-01  5.0760E-05
  2.2270E+00  2.6692E-01  2.2853E-01  5.0670E-05
  2.2607E+00  2.6614E-01  2.2360E-01  5.6610E-05
  2.2945E+00  2.6737E-01  2.2284E-01  5.0970E-05
  2.3282E+00  2.6901E-01  2.2321E-01  4.3230E-05
  2.3619E+00  2.7170E-01  2.2602E-01  3.5590E-05
  2.3957E+00  2.7598E-01  2.3108E-01  2.6410E-05
  2.4294E+00  2.7788E-01  2.3170E-01  2.0620E-05
  2.4632E+00  2.7863E-01  2.3080E-01  2.4310E-05
  2.4969E+00  2.8267E-01  2.3427E-01  2.9100E-05
  2.5307E+00  2.8670E-01  2.3727E-01  3.4640E-05
  2.5644E+00  2.8946E-01  2.3746E-01  3.6580E-05
  2.5981E+00  2.9307E-01  2.3841E-01  4.1730E-05
  2.6319E+00  2.9702E-01  2.4151E-01  4.8690E-05
  2.6656E+00  3.0136E-01  2.4587E-01  5.7350E-05
  2.6994E+00  3.0712E-01  2.5076E-01  6.6810E-05
  2.7331E+00  3.1028E-01  2.5061E-01  7.1680E-05
  2.7669E+00  3.1172E-01  2.4915E-01  7.7180E-05
  2.8006E+00  3.1652E-01  2.5324E-01  9.0280E-05
  2.8343E+00  3.2229E-01  2.5784E-01  1.0795E-04
  2.8681E+00  3.2592E-01  2.5918E-01  1.3424E-04
  2.9018E+00  3.3223E-01  2.6406E-01  1.6110E-04
  2.9356E+00  3.3808E-01  2.6787E-01  1.8707E-04
  2.9693E+00  3.4246E-01  2.6964E-01  2.0325E-04
  3.0030E+00  3.4679E-01  2.7123E-01  2.1532E-04
  3.0368E+00  3.5091E-01  2.7198E-01  2.3131E-04
  3.0705E+00  3.5661E-01  2.7421E-01  2.4174E-04
  3.1043E+00  3.6208E-01  2.7647E-01  2.4934E-04
  3.1380E+00  3.6660E-01  2.7791E-01  2.5631E-04
  3.1718E+00  3.7345E-01  2.8217E-01  2.5980E-04
  3.2055E+00  3.8012E-01  2.8590E-01  2.6002E-04
  3.2392E+00  3.8534E-01  2.8775E-01  2.6279E-04
  3.2730E+00  3.9185E-01  2.9178E-01  2.6598E-04
  3.3067E+00  3.9997E-01  2.9794E-01  2.6809E-04
  3.3405E+00  4.0805E-01  3.0382E-01  2.6806E-04
  3.3742E+00  4.1591E-01  3.0962E-01  2.6744E-04
  3.4080E+00  4.2670E-01  3.1960E-01  2.6820E-04
  3.4417E+00  4.3915E-01  3.3158E-01  2.6616E-04
  3.4754E+00  4.4994E-01  3.4094E-01  2.6448E-04
  3.5092E+00  4.6133E-01  3.5132E-01  2.6399E-04
  3.5429E+00  4.7545E-01  3.6526E-01  2.6322E-04
  3.5767E+00  4.8867E-01  3.7684E-01  2.6535E-04
  3.6104E+00  5.0001E-01  3.8547E-01  2.7492E-04
  3.6442E+00  5.1302E-01  3.9617E-01  2.9154E-04
  3.6779E+00  5.2669E-01  4.0700E-01  3.2074E-04
  3.7116E+00  5.3850E-01  4.1461E-01  3.5955E-04
  3.7454E+00  5.4828E-01  4.1937E-01  4.0508E-04
  3.7791E+00  5.5786E-01  4.2375E-01  4.5179E-04
  3.8129E+00  5.6759E-01  4.2713E-01  4.9445E-04
  3.8466E+00  5.7710E-01  4.2975E-01  5.2399E-04
  3.8803E+00  5.8783E-01  4.3468E-01  5.4278E-04
  3.9141E+00  5.9824E-01  4.3880E-01  5.4680E-04
  3.9478E+00  6.0884E-01  4.4340E-01  5.3956E-04
  3.9816E+00  6.2113E-01  4.5065E-01  5.2835E-04
  4.0153E+00  6.3553E-01  4.6096E-01  5.1458E-04
  4.0491E+00  6.5072E-01  4.7180E-01  5.0350E-04
  4.0828E+00  6.6591E-01  4.8229E-01  4.9884E-04
  4.1165E+00  6.8147E-01  4.9333E-01  5.0200E-04
  4.1503E+00  6.9822E-01  5.0559E-01  5.0850E-04
  4.1840E+00  7.1593E-01  5.1899E-01  5.1649E-04
  4.2178E+00  7.3465E-01  5.3355E-01  5.2379E-04
  4.2515E+00  7.5461E-01  5.4959E-01  5.3163E-04
  4.2853E+00  7.7516E-01  5.6627E-01  5.4512E-04
  4.3190E+00  7.9696E-01  5.8434E-01  5.6137E-04
  4.3527E+00  8.2012E-01  6.0392E-01  5.7953E-04
  4.3865E+00  8.4385E-01  6.2399E-01  5.9863E-04
  4.4202E+00  8.6817E-01  6.4406E-01  6.1422E-04
  4.4540E+00  8.9293E-01  6.6405E-01  6.3134E-04
  4.4877E+00  9.1823E-01  6.8410E-01  6.5027E-04
  4.5214E+00  9.4319E-01  7.0275E-01  6.7115E-04
  4.5552E+00  9.6779E-01  7.1998E-01  6.9724E-04
  4.5889E+00  9.9225E-01  7.3589E-01  7.2422E-04
  4.6227E+00  1.0170E+00  7.5133E-01  7.5030E-04
  4.6564E+00  1.0427E+00  7.6758E-01  7.7044E-04
  4.6902E+00  1.0689E+00  7.8441E-01  7.8408E-04
  4.7239E+00  1.0952E+00  8.0195E-01  7.9052E-04
  4.7576E+00  1.1234E+00  8.2263E-01  7.9061E-04
  4.7914E+00  1.1543E+00  8.4786E-01  7.8742E-04
  4.8251E+00  1.1870E+00  8.7573E-01  7.9369E-04
  4.8589E+00  1.2209E+00  9.0516E-01  8.0600E-04
  4.8926E+00  1.2559E+00  9.3507E-01  8.3438E-04
  4.9264E+00  1.2909E+00  9.6334E-01  8.8558E-04
  4.9601E+00  1.3261E+00  9.8991E-01  9.5008E-04
  4.9938E+00  1.3597E+00  1.0126E+00  1.0180E-03
  5.0276E+00  1.3919E+00  1.0319E+00  1.0789E-03
  5.0613E+00  1.4240E+00  1.0513E+00  1.1120E-03
  5.0951E+00  1.4581E+00  1.0741E+00  1.1126E-03
  5.1288E+00  1.4956E+00  1.1037E+00  1.0824E-03
  5.1625E+00  1.5371E+00  1.1400E+00  1.0324E-03
  5.1963E+00  1.5824E+00  1.1818E+00  9.8813E-04
  5.2300E+00  1.6292E+00  1.2240E+00  9.7428E-04
  5.2638E+00  1.6740E+00  1.2601E+00  1.0102E-03
  5.2975E+00  1.7164E+00  1.2892E+00  1.0900E-03
  5.3313E+00  1.7566E+00  1.3132E+00  1.1835E-03
  5.3650E+00  1.7962E+00  1.3355E+00  1.2473E-03
  5.3987E+00  1.8377E+00  1.3621E+00  1.2567E-03
  5.4325E+00  1.8839E+00  1.3981E+00  1.2212E-03
  5.4662E+00  1.9364E+00  1.4461E+00  1.1710E-03
  5.5000E+00  1.9938E+00  1.5019E+00  1.1355E-03
  5.5337E+00  2.0532E+00  1.5589E+00  1.1379E-03
  5.5675E+00  2.1121E+00  1.6110E+00  1.1846E-03
  5.6012E+00  2.1668E+00  1.6512E+00  1.2524E-03
  5.6349E+00  2.2146E+00  1.6762E+00  1.3249E-03
  5.6687E+00  2.2588E+00  1.6944E+00  1.3724E-03
  5.7024E+00  2.3040E+00  1.7164E+00  1.3855E-03
  5.7362E+00  2.3544E+00  1.7505E+00  1.3850E-03
  5.7699E+00  2.4136E+00  1.8012E+00  1.3872E-03
  5.8036E+00  2.4806E+00  1.8642E+00  1.4072E-03
