# CREATED BY GENE DIAGNOSTICS TOOL on Tue Sep 29 20:51:03 2020
# diag: nrgsummary, run(s): 0018, time window: 0-160.01151(1 steps), species: ions
# original data path: /home/stirkas/Workspace/GENE/genecode/Archives/ImpurityRuns/
# normalization: L_ref=1.65m
#
#  t          G_tot       Q_tot       P_tot     
  2.1128E+01  1.7572E+00  5.6400E+01 -7.3456E+00
  2.1309E+01  1.8042E+00  5.6415E+01 -7.3279E+00
  2.1483E+01  1.8509E+00  5.6203E+01 -7.2663E+00
  2.1655E+01  1.8942E+00  5.5753E+01 -7.1530E+00
  2.1827E+01  1.9286E+00  5.5063E+01 -6.9806E+00
  2.2000E+01  1.9470E+00  5.4140E+01 -6.7536E+00
  2.2172E+01  1.9438E+00  5.3007E+01 -6.4859E+00
  2.2344E+01  1.9184E+00  5.1698E+01 -6.1954E+00
  2.2517E+01  1.8767E+00  5.0279E+01 -5.9005E+00
  2.2689E+01  1.8246E+00  4.8834E+01 -5.6159E+00
  2.2861E+01  1.7620E+00  4.7452E+01 -5.3564E+00
  2.3034E+01  1.6909E+00  4.6218E+01 -5.1387E+00
  2.3206E+01  1.6284E+00  4.5205E+01 -4.9680E+00
  2.3379E+01  1.5868E+00  4.4439E+01 -4.8350E+00
  2.3551E+01  1.5561E+00  4.3888E+01 -4.7259E+00
  2.3723E+01  1.5281E+00  4.3489E+01 -4.6100E+00
  2.3896E+01  1.5016E+00  4.3184E+01 -4.4499E+00
  2.4068E+01  1.4805E+00  4.2939E+01 -4.2223E+00
  2.4240E+01  1.4836E+00  4.2719E+01 -3.9213E+00
  2.4413E+01  1.5212E+00  4.2465E+01 -3.5625E+00
  2.4585E+01  1.5870E+00  4.2127E+01 -3.1813E+00
  2.4757E+01  1.6534E+00  4.1690E+01 -2.8134E+00
  2.4930E+01  1.6776E+00  4.1176E+01 -2.4840E+00
  2.5102E+01  1.6583E+00  4.0641E+01 -2.2111E+00
  2.5275E+01  1.6323E+00  4.0154E+01 -1.9931E+00
  2.5447E+01  1.6232E+00  3.9770E+01 -1.8093E+00
  2.5619E+01  1.6191E+00  3.9483E+01 -1.6400E+00
