# CREATED BY GENE DIAGNOSTICS TOOL on Tue Sep 29 17:24:50 2020
# diag: nrgsummary, run(s): 0014-0015, time window: 0-93.212002(1 steps), species: ions
# original data path: /home/stirkas/Workspace/GENE/genecode/Archives/ImpurityRuns/
# normalization: L_ref=1.65m
#
#  t          G_tot       Q_tot       P_tot     
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.3655E-02  1.7425E-01  2.5963E-01  9.1497E-05
  6.7311E-02  8.9858E-02  1.5143E-01  2.7986E-05
  1.0097E-01  3.6150E-02  7.2242E-02  1.5760E-05
  1.3462E-01  8.2431E-02  1.3749E-01  3.5172E-05
  1.6828E-01  1.3179E-01  2.2186E-01  5.5732E-05
  2.0193E-01  1.3673E-01  2.4827E-01 -2.4502E-05
  2.3559E-01  1.2354E-01  2.4205E-01 -2.4034E-04
  2.6924E-01  1.3559E-01  2.6642E-01 -3.5633E-04
  3.0290E-01  1.5907E-01  3.1081E-01 -4.6822E-04
  3.3655E-01  1.7126E-01  3.4325E-01 -8.0072E-04
  3.7021E-01  1.7240E-01  3.6154E-01 -1.3780E-03
  4.0386E-01  1.7221E-01  3.7623E-01 -1.9713E-03
  4.3752E-01  1.7933E-01  4.0144E-01 -2.9379E-03
  4.7117E-01  1.8971E-01  4.3382E-01 -3.5045E-03
  5.0483E-01  1.9654E-01  4.6113E-01 -4.3875E-03
  5.3849E-01  2.0459E-01  4.8757E-01 -5.4961E-03
  5.7214E-01  2.0830E-01  5.0978E-01 -6.5826E-03
  6.0580E-01  2.1835E-01  5.4252E-01 -8.1559E-03
  6.3945E-01  2.1639E-01  5.6406E-01 -9.3719E-03
  6.7311E-01  2.1984E-01  5.8794E-01 -1.0719E-02
  7.0676E-01  2.2607E-01  6.1185E-01 -1.2740E-02
  7.4042E-01  2.3264E-01  6.3614E-01 -1.3353E-02
  7.7407E-01  2.3487E-01  6.7180E-01 -1.5679E-02
  8.0773E-01  2.2783E-01  6.8671E-01 -1.8111E-02
  8.4138E-01  2.3592E-01  7.1136E-01 -2.0019E-02
  8.7504E-01  2.4703E-01  7.5032E-01 -2.1269E-02
  9.0869E-01  2.4016E-01  7.6425E-01 -2.4010E-02
  9.4235E-01  2.3390E-01  7.7961E-01 -2.6133E-02
  9.7601E-01  2.4322E-01  8.1846E-01 -2.7792E-02
  1.0097E+00  2.5201E-01  8.5154E-01 -2.9896E-02
  1.0433E+00  2.5453E-01  8.7784E-01 -3.1884E-02
  1.0770E+00  2.4544E-01  8.9716E-01 -3.4214E-02
  1.1106E+00  2.3727E-01  9.0526E-01 -3.3716E-02
  1.1443E+00  2.4564E-01  9.3480E-01 -3.6827E-02
  1.1779E+00  2.5518E-01  9.7686E-01 -3.9809E-02
  1.2116E+00  2.5728E-01  1.0179E+00 -4.4373E-02
  1.2452E+00  2.4928E-01  1.0320E+00 -4.4716E-02
  1.2789E+00  2.4145E-01  1.0334E+00 -4.4839E-02
  1.3126E+00  2.3898E-01  1.0395E+00 -4.2135E-02
  1.3462E+00  2.4872E-01  1.0906E+00 -4.4184E-02
  1.3799E+00  2.5810E-01  1.1480E+00 -4.8829E-02
  1.4135E+00  2.5497E-01  1.1676E+00 -5.0584E-02
  1.4472E+00  2.5199E-01  1.1855E+00 -5.2724E-02
  1.4808E+00  2.4760E-01  1.2019E+00 -5.2742E-02
  1.5145E+00  2.4523E-01  1.2213E+00 -5.2063E-02
  1.5481E+00  2.4788E-01  1.2563E+00 -5.1654E-02
  1.5818E+00  2.5647E-01  1.3019E+00 -5.3970E-02
  1.6155E+00  2.5254E-01  1.3255E+00 -5.3436E-02
  1.6491E+00  2.4779E-01  1.3454E+00 -5.3007E-02
  1.6828E+00  2.4934E-01  1.3764E+00 -5.4349E-02
  1.7164E+00  2.5157E-01  1.4116E+00 -5.4954E-02
  1.7501E+00  2.5228E-01  1.4448E+00 -5.5933E-02
  1.7837E+00  2.5190E-01  1.4701E+00 -5.5137E-02
  1.8174E+00  2.5421E-01  1.5025E+00 -5.4446E-02
  1.8510E+00  2.5781E-01  1.5457E+00 -5.4947E-02
  1.8847E+00  2.5676E-01  1.5808E+00 -5.6492E-02
  1.9184E+00  2.5550E-01  1.6115E+00 -5.5370E-02
  1.9520E+00  2.5648E-01  1.6525E+00 -5.5240E-02
  1.9857E+00  2.5310E-01  1.6847E+00 -5.5834E-02
  2.0193E+00  2.5079E-01  1.7054E+00 -5.3689E-02
  2.0530E+00  2.5426E-01  1.7376E+00 -5.2601E-02
  2.0866E+00  2.5859E-01  1.7768E+00 -5.2172E-02
  2.1203E+00  2.6089E-01  1.8163E+00 -5.2286E-02
  2.1539E+00  2.5962E-01  1.8496E+00 -5.1600E-02
  2.1876E+00  2.6383E-01  1.8931E+00 -5.1155E-02
  2.2213E+00  2.6903E-01  1.9457E+00 -5.1611E-02
  2.2549E+00  2.6832E-01  1.9910E+00 -5.0619E-02
  2.2886E+00  2.6928E-01  2.0315E+00 -4.9125E-02
  2.3222E+00  2.7141E-01  2.0752E+00 -4.7873E-02
  2.3559E+00  2.7394E-01  2.1178E+00 -4.6963E-02
  2.3895E+00  2.7844E-01  2.1658E+00 -4.6042E-02
  2.4232E+00  2.8092E-01  2.2134E+00 -4.5158E-02
  2.4568E+00  2.8158E-01  2.2565E+00 -4.2455E-02
  2.4905E+00  2.8545E-01  2.3058E+00 -4.0297E-02
  2.5242E+00  2.8970E-01  2.3585E+00 -3.9286E-02
  2.5578E+00  2.9259E-01  2.4221E+00 -3.8906E-02
  2.5915E+00  2.9619E-01  2.4827E+00 -3.6905E-02
  2.6251E+00  3.0027E-01  2.5349E+00 -3.4818E-02
  2.6588E+00  3.0457E-01  2.5954E+00 -3.1827E-02
  2.6924E+00  3.1060E-01  2.6614E+00 -3.0390E-02
  2.7261E+00  3.1468E-01  2.7206E+00 -2.9308E-02
  2.7597E+00  3.1599E-01  2.7730E+00 -2.6673E-02
  2.7934E+00  3.2037E-01  2.8351E+00 -2.5351E-02
  2.8270E+00  3.2676E-01  2.9083E+00 -2.3342E-02
  2.8607E+00  3.3067E-01  2.9746E+00 -1.9605E-02
  2.8944E+00  3.3678E-01  3.0440E+00 -1.6894E-02
  2.9280E+00  3.4339E-01  3.1165E+00 -1.4608E-02
  2.9617E+00  3.4798E-01  3.1840E+00 -1.1689E-02
  2.9953E+00  3.5237E-01  3.2569E+00 -8.9244E-03
  3.0290E+00  3.5651E-01  3.3307E+00 -6.0605E-03
  3.0626E+00  3.6215E-01  3.4049E+00 -3.3824E-03
  3.0963E+00  3.6794E-01  3.4812E+00 -4.9796E-04
  3.1299E+00  3.7237E-01  3.5543E+00  2.2860E-03
  3.1636E+00  3.7896E-01  3.6342E+00  4.5609E-03
  3.1973E+00  3.8587E-01  3.7214E+00  7.3446E-03
  3.2309E+00  3.9118E-01  3.8095E+00  1.1285E-02
  3.2646E+00  3.9749E-01  3.8972E+00  1.4471E-02
  3.2982E+00  4.0566E-01  3.9912E+00  1.7222E-02
  3.3319E+00  4.1399E-01  4.0883E+00  1.9441E-02
  3.3655E+00  4.2188E-01  4.1866E+00  2.2201E-02
  3.3992E+00  4.3234E-01  4.2908E+00  2.5274E-02
  3.4328E+00  4.4517E-01  4.4020E+00  2.7219E-02
  3.4665E+00  4.5656E-01  4.5138E+00  3.0138E-02
  3.5002E+00  4.6806E-01  4.6249E+00  3.3892E-02
  3.5338E+00  4.8233E-01  4.7421E+00  3.7059E-02
  3.5675E+00  4.9659E-01  4.8655E+00  4.0884E-02
  3.6011E+00  5.0865E-01  4.9842E+00  4.5296E-02
  3.6348E+00  5.2199E-01  5.1039E+00  4.9029E-02
  3.6684E+00  5.3640E-01  5.2321E+00  5.3201E-02
  3.7021E+00  5.4923E-01  5.3631E+00  5.8150E-02
  3.7357E+00  5.5975E-01  5.4909E+00  6.3154E-02
  3.7694E+00  5.6961E-01  5.6172E+00  6.8380E-02
  3.8031E+00  5.7970E-01  5.7471E+00  7.3682E-02
  3.8367E+00  5.8907E-01  5.8798E+00  7.8772E-02
  3.8704E+00  5.9947E-01  6.0178E+00  8.3513E-02
  3.9040E+00  6.0996E-01  6.1629E+00  8.7983E-02
  3.9377E+00  6.2023E-01  6.3089E+00  9.2609E-02
  3.9713E+00  6.3195E-01  6.4583E+00  9.7453E-02
  4.0050E+00  6.4588E-01  6.6153E+00  1.0241E-01
  4.0386E+00  6.6120E-01  6.7820E+00  1.0760E-01
  4.0723E+00  6.7661E-01  6.9541E+00  1.1267E-01
  4.1060E+00  6.9241E-01  7.1298E+00  1.1811E-01
  4.1396E+00  7.0928E-01  7.3115E+00  1.2315E-01
  4.1733E+00  7.2720E-01  7.4996E+00  1.2836E-01
  4.2069E+00  7.4606E-01  7.6958E+00  1.3514E-01
  4.2406E+00  7.6613E-01  7.9023E+00  1.4139E-01
  4.2742E+00  7.8701E-01  8.1137E+00  1.4739E-01
  4.3079E+00  8.0864E-01  8.3289E+00  1.5400E-01
  4.3415E+00  8.3192E-01  8.5506E+00  1.5988E-01
  4.3752E+00  8.5585E-01  8.7756E+00  1.6617E-01
  4.4089E+00  8.8059E-01  9.0055E+00  1.7273E-01
  4.4425E+00  9.0584E-01  9.2386E+00  1.8003E-01
  4.4762E+00  9.3194E-01  9.4771E+00  1.8751E-01
  4.5098E+00  9.5811E-01  9.7221E+00  1.9505E-01
  4.5435E+00  9.8396E-01  9.9705E+00  2.0270E-01
  4.5771E+00  1.0096E+00  1.0226E+01  2.1042E-01
  4.6108E+00  1.0351E+00  1.0489E+01  2.1869E-01
  4.6444E+00  1.0612E+00  1.0761E+01  2.2636E-01
  4.6781E+00  1.0877E+00  1.1038E+01  2.3408E-01
  4.7118E+00  1.1138E+00  1.1319E+01  2.4229E-01
  4.7454E+00  1.1409E+00  1.1607E+01  2.5112E-01
  4.7791E+00  1.1704E+00  1.1902E+01  2.5959E-01
  4.8127E+00  1.2024E+00  1.2204E+01  2.6893E-01
  4.8464E+00  1.2362E+00  1.2515E+01  2.7964E-01
  4.8800E+00  1.2722E+00  1.2836E+01  2.9015E-01
  4.9137E+00  1.3091E+00  1.3165E+01  3.0186E-01
  4.9473E+00  1.3467E+00  1.3504E+01  3.1398E-01
  4.9810E+00  1.3831E+00  1.3848E+01  3.2524E-01
  5.0146E+00  1.4170E+00  1.4195E+01  3.3723E-01
  5.0483E+00  1.4491E+00  1.4546E+01  3.4861E-01
  5.0820E+00  1.4815E+00  1.4905E+01  3.6013E-01
  5.1156E+00  1.5163E+00  1.5274E+01  3.7220E-01
  5.1493E+00  1.5550E+00  1.5656E+01  3.8472E-01
  5.1829E+00  1.5984E+00  1.6050E+01  3.9831E-01
  5.2166E+00  1.6456E+00  1.6461E+01  4.1210E-01
  5.2502E+00  1.6933E+00  1.6882E+01  4.2695E-01
  5.2839E+00  1.7397E+00  1.7312E+01  4.4103E-01
  5.3175E+00  1.7842E+00  1.7746E+01  4.5437E-01
  5.3512E+00  1.8262E+00  1.8183E+01  4.6636E-01
  5.3849E+00  1.8673E+00  1.8626E+01  4.7746E-01
  5.4185E+00  1.9099E+00  1.9077E+01  4.8840E-01
  5.4522E+00  1.9574E+00  1.9543E+01  5.0133E-01
  5.4858E+00  2.0110E+00  2.0022E+01  5.1667E-01
  5.5195E+00  2.0699E+00  2.0516E+01  5.3436E-01
  5.5531E+00  2.1320E+00  2.1023E+01  5.5396E-01
  5.5868E+00  2.1934E+00  2.1542E+01  5.7287E-01
  5.6204E+00  2.2482E+00  2.2064E+01  5.8945E-01
  5.6541E+00  2.2957E+00  2.2582E+01  6.0552E-01
  5.6878E+00  2.3399E+00  2.3106E+01  6.1972E-01
  5.7214E+00  2.3854E+00  2.3641E+01  6.3415E-01
  5.7551E+00  2.4382E+00  2.4196E+01  6.5021E-01
  5.7887E+00  2.5006E+00  2.4774E+01  6.6818E-01
  5.8224E+00  2.5711E+00  2.5377E+01  6.8807E-01
  5.8560E+00  2.6458E+00  2.5997E+01  7.0703E-01
  5.8897E+00  2.7196E+00  2.6620E+01  7.2553E-01
  5.9233E+00  2.7911E+00  2.7243E+01  7.4252E-01
  5.9570E+00  2.8597E+00  2.7864E+01  7.5994E-01
  5.9907E+00  2.9265E+00  2.8487E+01  7.7924E-01
  6.0243E+00  2.9917E+00  2.9118E+01  8.0092E-01
  6.0580E+00  3.0549E+00  2.9763E+01  8.2464E-01
  6.0916E+00  3.1169E+00  3.0426E+01  8.4768E-01
  6.1253E+00  3.1804E+00  3.1109E+01  8.6860E-01
  6.1589E+00  3.2508E+00  3.1809E+01  8.8619E-01
  6.1926E+00  3.3329E+00  3.2522E+01  9.0398E-01
  6.2262E+00  3.4265E+00  3.3247E+01  9.2430E-01
  6.2599E+00  3.5246E+00  3.3979E+01  9.4974E-01
  6.2936E+00  3.6184E+00  3.4716E+01  9.7964E-01
  6.3272E+00  3.7003E+00  3.5464E+01  1.0086E+00
  6.3609E+00  3.7676E+00  3.6216E+01  1.0333E+00
  6.3945E+00  3.8277E+00  3.6972E+01  1.0510E+00
  6.4282E+00  3.8903E+00  3.7726E+01  1.0659E+00
  6.4618E+00  3.9668E+00  3.8477E+01  1.0854E+00
  6.4955E+00  4.0639E+00  3.9247E+01  1.1139E+00
  6.5291E+00  4.1791E+00  4.0059E+01  1.1526E+00
  6.5628E+00  4.3010E+00  4.0929E+01  1.1925E+00
  6.5964E+00  4.4124E+00  4.1838E+01  1.2256E+00
  6.6301E+00  4.5010E+00  4.2744E+01  1.2458E+00
  6.6638E+00  4.5693E+00  4.3599E+01  1.2574E+00
  6.6974E+00  4.6352E+00  4.4393E+01  1.2708E+00
  6.7311E+00  4.7181E+00  4.5166E+01  1.2972E+00
  6.7647E+00  4.8233E+00  4.5973E+01  1.3406E+00
  6.7984E+00  4.9407E+00  4.6864E+01  1.3911E+00
  6.8312E+00  5.0561E+00  4.7810E+01  1.4339E+00
  6.8632E+00  5.1682E+00  4.8779E+01  1.4588E+00
  6.8951E+00  5.2766E+00  4.9731E+01  1.4710E+00
  6.9271E+00  5.3750E+00  5.0609E+01  1.4802E+00
  6.9591E+00  5.4626E+00  5.1411E+01  1.4966E+00
  6.9911E+00  5.5488E+00  5.2201E+01  1.5244E+00
  7.0230E+00  5.6422E+00  5.3047E+01  1.5600E+00
  7.0550E+00  5.7407E+00  5.3971E+01  1.5984E+00
