# CREATED BY GENE DIAGNOSTICS TOOL on Tue Sep 29 17:23:00 2020
# diag: nrgsummary, run(s): 0004-0005, time window: 0-94.858774(1 steps), species: ions
# original data path: /home/stirkas/Workspace/GENE/genecode/Archives/ImpurityRuns/
# normalization: L_ref=1.65m
#
#  t          G_tot       Q_tot       P_tot     
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.3656E-02  1.7449E-01  2.5999E-01  9.1520E-05
  6.7311E-02  9.0329E-02  1.5213E-01  2.7845E-05
  1.0097E-01  3.6246E-02  7.2470E-02  1.6135E-05
  1.3462E-01  8.2344E-02  1.3736E-01  3.4254E-05
  1.6828E-01  1.3193E-01  2.2203E-01  5.5195E-05
  2.0193E-01  1.3716E-01  2.4888E-01 -2.3210E-05
  2.3559E-01  1.2389E-01  2.4262E-01 -2.3957E-04
  2.6924E-01  1.3577E-01  2.6676E-01 -3.5642E-04
  3.0290E-01  1.5931E-01  3.1120E-01 -4.6719E-04
  3.3656E-01  1.7165E-01  3.4384E-01 -7.9860E-04
  3.7021E-01  1.7290E-01  3.6232E-01 -1.3748E-03
  4.0387E-01  1.7268E-01  3.7702E-01 -1.9681E-03
  4.3752E-01  1.7973E-01  4.0210E-01 -2.9361E-03
  4.7118E-01  1.9014E-01  4.3456E-01 -3.5021E-03
  5.0483E-01  1.9701E-01  4.6197E-01 -4.3903E-03
  5.3849E-01  2.0504E-01  4.8845E-01 -5.4985E-03
  5.7214E-01  2.0872E-01  5.1064E-01 -6.5841E-03
  6.0580E-01  2.1887E-01  5.4340E-01 -8.1638E-03
  6.3946E-01  2.1702E-01  5.6521E-01 -9.3820E-03
  6.7311E-01  2.2027E-01  5.8905E-01 -1.0727E-02
  7.0677E-01  2.2643E-01  6.1289E-01 -1.2754E-02
  7.4042E-01  2.3317E-01  6.3726E-01 -1.3373E-02
  7.7408E-01  2.3557E-01  6.7315E-01 -1.5696E-02
  8.0774E-01  2.2833E-01  6.8806E-01 -1.8139E-02
  8.4139E-01  2.3615E-01  7.1250E-01 -2.0054E-02
  8.7505E-01  2.4740E-01  7.5157E-01 -2.1304E-02
  9.0870E-01  2.4080E-01  7.6576E-01 -2.4044E-02
  9.4236E-01  2.3450E-01  7.8117E-01 -2.6175E-02
  9.7601E-01  2.4354E-01  8.1986E-01 -2.7844E-02
  1.0097E+00  2.5226E-01  8.5303E-01 -2.9945E-02
  1.0433E+00  2.5495E-01  8.7943E-01 -3.1934E-02
  1.0770E+00  2.4602E-01  8.9896E-01 -3.4281E-02
  1.1106E+00  2.3769E-01  9.0701E-01 -3.3776E-02
  1.1443E+00  2.4587E-01  9.3646E-01 -3.6882E-02
  1.1779E+00  2.5544E-01  9.7855E-01 -3.9870E-02
  1.2116E+00  2.5767E-01  1.0198E+00 -4.4456E-02
  1.2453E+00  2.4971E-01  1.0341E+00 -4.4805E-02
  1.2789E+00  2.4177E-01  1.0355E+00 -4.4933E-02
  1.3126E+00  2.3920E-01  1.0416E+00 -4.2222E-02
  1.3462E+00  2.4891E-01  1.0925E+00 -4.4229E-02
  1.3799E+00  2.5834E-01  1.1501E+00 -4.8888E-02
  1.4135E+00  2.5526E-01  1.1700E+00 -5.0678E-02
  1.4472E+00  2.5221E-01  1.1880E+00 -5.2825E-02
  1.4808E+00  2.4781E-01  1.2044E+00 -5.2848E-02
  1.5145E+00  2.4542E-01  1.2237E+00 -5.2165E-02
  1.5482E+00  2.4794E-01  1.2588E+00 -5.1735E-02
  1.5818E+00  2.5651E-01  1.3044E+00 -5.4046E-02
  1.6155E+00  2.5271E-01  1.3283E+00 -5.3543E-02
  1.6491E+00  2.4790E-01  1.3482E+00 -5.3094E-02
  1.6828E+00  2.4941E-01  1.3793E+00 -5.4440E-02
  1.7164E+00  2.5157E-01  1.4145E+00 -5.5041E-02
  1.7501E+00  2.5227E-01  1.4479E+00 -5.6031E-02
  1.7837E+00  2.5191E-01  1.4733E+00 -5.5244E-02
  1.8174E+00  2.5422E-01  1.5058E+00 -5.4555E-02
  1.8511E+00  2.5777E-01  1.5490E+00 -5.5026E-02
  1.8847E+00  2.5669E-01  1.5843E+00 -5.6583E-02
  1.9184E+00  2.5540E-01  1.6151E+00 -5.5483E-02
  1.9520E+00  2.5637E-01  1.6561E+00 -5.5324E-02
  1.9857E+00  2.5302E-01  1.6886E+00 -5.5926E-02
  2.0193E+00  2.5064E-01  1.7094E+00 -5.3796E-02
  2.0530E+00  2.5402E-01  1.7415E+00 -5.2695E-02
  2.0866E+00  2.5837E-01  1.7808E+00 -5.2245E-02
  2.1203E+00  2.6074E-01  1.8206E+00 -5.2375E-02
  2.1540E+00  2.5942E-01  1.8540E+00 -5.1685E-02
  2.1876E+00  2.6352E-01  1.8974E+00 -5.1231E-02
  2.2213E+00  2.6872E-01  1.9501E+00 -5.1675E-02
  2.2549E+00  2.6805E-01  1.9958E+00 -5.0696E-02
  2.2886E+00  2.6900E-01  2.0364E+00 -4.9195E-02
  2.3222E+00  2.7110E-01  2.0802E+00 -4.7933E-02
  2.3559E+00  2.7357E-01  2.1229E+00 -4.7014E-02
  2.3895E+00  2.7807E-01  2.1711E+00 -4.6093E-02
  2.4232E+00  2.8056E-01  2.2189E+00 -4.5203E-02
  2.4569E+00  2.8121E-01  2.2623E+00 -4.2513E-02
  2.4905E+00  2.8501E-01  2.3117E+00 -4.0318E-02
  2.5242E+00  2.8924E-01  2.3644E+00 -3.9304E-02
  2.5578E+00  2.9212E-01  2.4280E+00 -3.8912E-02
  2.5915E+00  2.9566E-01  2.4891E+00 -3.6926E-02
  2.6251E+00  2.9976E-01  2.5415E+00 -3.4835E-02
  2.6588E+00  3.0404E-01  2.6022E+00 -3.1833E-02
  2.6924E+00  3.1000E-01  2.6684E+00 -3.0371E-02
  2.7261E+00  3.1409E-01  2.7279E+00 -2.9284E-02
  2.7598E+00  3.1541E-01  2.7804E+00 -2.6656E-02
  2.7934E+00  3.1974E-01  2.8426E+00 -2.5303E-02
  2.8271E+00  3.2610E-01  2.9160E+00 -2.3315E-02
  2.8607E+00  3.2998E-01  2.9826E+00 -1.9552E-02
  2.8944E+00  3.3606E-01  3.0521E+00 -1.6825E-02
  2.9280E+00  3.4266E-01  3.1249E+00 -1.4519E-02
  2.9617E+00  3.4720E-01  3.1926E+00 -1.1592E-02
  2.9953E+00  3.5157E-01  3.2657E+00 -8.8170E-03
  3.0290E+00  3.5567E-01  3.3398E+00 -5.9469E-03
  3.0627E+00  3.6129E-01  3.4142E+00 -3.2603E-03
  3.0963E+00  3.6708E-01  3.4908E+00 -3.7183E-04
  3.1300E+00  3.7148E-01  3.5643E+00  2.4214E-03
  3.1636E+00  3.7804E-01  3.6445E+00  4.7127E-03
  3.1973E+00  3.8500E-01  3.7320E+00  7.4814E-03
  3.2309E+00  3.9033E-01  3.8205E+00  1.1437E-02
  3.2646E+00  3.9661E-01  3.9086E+00  1.4621E-02
  3.2982E+00  4.0476E-01  4.0030E+00  1.7398E-02
  3.3319E+00  4.1314E-01  4.1005E+00  1.9615E-02
  3.3656E+00  4.2106E-01  4.1993E+00  2.2381E-02
  3.3992E+00  4.3149E-01  4.3040E+00  2.5475E-02
  3.4329E+00  4.4433E-01  4.4155E+00  2.7443E-02
  3.4665E+00  4.5576E-01  4.5278E+00  3.0366E-02
  3.5002E+00  4.6725E-01  4.6393E+00  3.4155E-02
  3.5338E+00  4.8150E-01  4.7569E+00  3.7365E-02
  3.5675E+00  4.9576E-01  4.8806E+00  4.1205E-02
