# CREATED BY GENE DIAGNOSTICS TOOL on Mon May 18 09:56:47 2020
# diag: timetrace, run(s): 0017, time window: 0-2.5479417(59 steps), species: electrons
# original data path: /global/cscratch1/sd/stirkas/genecode/prob_zonalFlow/
# normalization: L_ref=1.65m
#
#  t          Re[phi]     Im[phi]   
  0.0000E+00 -1.6508E-06  0.0000E+00
  7.3100E-02 -1.4721E-06 -1.0267E-10
  1.4620E-01 -1.3614E-06 -1.1795E-09
  2.1930E-01 -1.3404E-06 -8.7124E-09
  2.9240E-01 -1.3667E-06 -6.2704E-08
  3.6550E-01 -1.3740E-06 -4.5609E-07
  4.3860E-01 -1.3625E-06 -3.4026E-06
  5.1115E-01 -1.3218E-06 -2.5529E-05
  5.7912E-01 -1.0319E-06 -1.6870E-04
  6.3987E-01  2.2234E-06 -8.6171E-04
  6.9117E-01  5.3990E-05 -2.8032E-03
  7.3413E-01 -6.8349E-05 -5.0830E-03
  7.7094E-01 -6.0044E-04 -3.1040E-03
  8.0212E-01 -7.1341E-04  6.2756E-03
  8.3214E-01 -2.4135E-03  2.1097E-02
  8.6216E-01 -1.9393E-03  2.2667E-02
  8.9218E-01 -3.6559E-04  2.4791E-02
  9.2220E-01 -2.4970E-04  3.3970E-02
  9.5327E-01 -2.6741E-04  4.3733E-02
  9.8479E-01  3.3712E-03  4.7826E-02
  1.0163E+00  6.1359E-03  4.8487E-02
  1.0478E+00  7.1754E-03  4.8780E-02
  1.0802E+00  9.9948E-03  4.3991E-02
  1.1140E+00  1.0647E-02  3.8585E-02
  1.1488E+00  1.0267E-02  3.3996E-02
  1.1835E+00  8.7888E-03  2.9412E-02
  1.2190E+00  8.6283E-03  2.5317E-02
  1.2555E+00  5.5119E-03  2.1269E-02
  1.2920E+00  3.2257E-04  2.0419E-02
  1.3285E+00 -1.0060E-03  2.2054E-02
  1.3667E+00 -2.5833E-03  2.4939E-02
  1.4050E+00 -4.6121E-03  2.5527E-02
  1.4452E+00 -3.7457E-03  2.5059E-02
  1.4854E+00 -4.4699E-03  2.4595E-02
  1.5268E+00 -3.6840E-03  2.2830E-02
  1.5690E+00 -2.3411E-03  2.2103E-02
  1.6113E+00  5.3767E-04  1.8671E-02
  1.6524E+00  2.0618E-03  1.4273E-02
  1.6923E+00  3.5681E-03  1.2987E-02
  1.7333E+00  2.5629E-03  1.0200E-02
  1.7751E+00 -6.0387E-04  9.6050E-03
  1.8170E+00 -5.0255E-03  8.7813E-03
  1.8589E+00 -8.2802E-03  9.1503E-03
  1.9013E+00 -1.0294E-02  7.5431E-03
  1.9441E+00 -1.2376E-02  7.5392E-03
  1.9858E+00 -1.0704E-02  7.8830E-03
  2.0285E+00 -1.1164E-02  8.4073E-03
  2.0724E+00 -1.1960E-02  8.5253E-03
  2.1162E+00 -1.2724E-02  1.0492E-02
  2.1601E+00 -1.1837E-02  1.1246E-02
  2.2029E+00 -8.3326E-03  1.3051E-02
  2.2440E+00 -7.0065E-03  1.2403E-02
  2.2833E+00 -6.6806E-03  8.7547E-03
  2.3239E+00 -9.1325E-03  6.2683E-03
  2.3663E+00 -1.2403E-02  4.9722E-03
  2.4096E+00 -1.6183E-02  5.3164E-03
  2.4541E+00 -1.8012E-02  6.7149E-03
  2.5004E+00 -2.0748E-02  6.6387E-03
  2.5479E+00 -2.0842E-02  6.7779E-03
